index,Roast Level,Avg Agtron,price,rating,Country Region,Country,review_sentence,company,coffee
148a,Light,73,19.5,91,Africa,Burundi," Honeysuckle, mulberry, apricot, fresh-cut redwood in aroma and cup",Blue Bottle Coffee,Burundi Kayanza Ninga
149a,Light,74,20.57,93,Africa,Burundi," Brazil nut, plumeria, apple, tangelo, fresh-cut fir in aroma and cup",Drift Away Coffee,Burundi Buhorwa
150a,Light,74,12.25,92,Africa,Burundi," Cane sugar, honeysuckle, white grape, hazelnut, a hint of tapioca in aroma and cup",Revel Coffee,Burundi Kayanza Gitika
151a,Medium,59,15,93,Africa,Burundi," Dark caramel, pipe tobacco, date, almond, hops in aroma and cup",Caffeic,Burundi Nkonge Hill Red Honey
152a,Medium,58,13.7,91,Africa,Burundi," Caramel, gardenia, apricot, malt in aroma and cup",Ghost Town Coffee Roasters,Burundi Kiryama
153a,Medium,58,14,90,Africa,Burundi," A spicy, savory suggestion deepens the cup",Temple Coffee and Tea,Burundi Sogestal Mumirwa
154a,Medium,56,10.49,92,Africa,Burundi, Deepening hints of plum-like fruit and cocoa,Willoughby's Coffee and Tea,Burundi Kiryama Washing Station
155a,Medium,59,15.75,93,Africa,Burundi," Round, wine-like acidity; plush mouthfeel",Coffea Roasterie,Burundi Kiryama Micro Lot 8
156a,Medium,57,12.72,90,Africa,Burundi," Lemon, blackberry, flowering grass and a hint of spicy nut in aroma and cup",Detour Coffee Roasters,Kiryama Kayanza Burundi
157a,Medium,53,16,92,Africa,Burundi, Soft but penetrating acidity and silky mouthfeel,Fratello Coffee Roasters,Burundi Kinyovu Micro-Mill
158a,Medium,52,10.99,90,Africa,Burundi," Rich, dry, very long finish with a clear citrus edge",Kaldi's Coffee,Burundi Kinyovu
159a,Medium,61,15.5,92,Africa,Burundi," Tart, lemony acidity; lightly syrupy mouthfeel",Terroir Coffee,Burundi Kiryama
160a,Medium,60,14.09,91,Africa,Burundi," Citrus- and floral-toned aroma broadens and deepens in the cup, taking on a tartly sweet mandarin orange-like quality",PT's Coffee Roasting Co.,Burundi Kayanza Gatore Lot 3
161a,Medium,55,15.75,93,Africa,Burundi," Gentle fruit-toned acidity, lightly syrupy mouthfeel and delicate yet deep flavors that continue the spicy floral aromatic theme with complications of plum, cherry and sweet chocolate",Coffea Roasterie,Burundi Kayanza Kiryama Micro Lot
162a,Medium,60,11.95,93,Africa,Burundi, In the cup the acidity is enveloped in a background caramelly softness that assumes control in the rather quiet finish,Kean Coffee,Burundi Kiryama Kayanza
163a,Medium-Dark,47,45.65,93,Africa,Burundi," Scorched cedar, baking chocolate, dried mulberry, wisteria, almond paste in aroma and small cup",Simon Hsieh’s Aroma Roast Coffees,Burundi Washed “Crystal”
164a,Medium-Dark,51,13.99,94,Africa,Burundi," Raspberry-toned dark chocolate, orange or tangerine marmalade, crisp cedar, a hint of flowers in aroma and small cup",JBC Coffee Roasters,Rutana Burundi Espresso
165a,Medium-Dark,51,12.99,92,Africa,Burundi," Dark chocolate, apricot, roasted nut, orangy cedar in aroma and small cup",JBC Coffee Roasters,Gitega Burundi Espresso
166a,Medium-Dark,47,13.68,93,Africa,Burundi," Medium to full body, syrupy mouthfeel",Olympia Coffee Roasting,Burundi Kiryama Micro Lot
167a,Medium-Dark,50,13.99,92,Africa,Burundi," Grapefruit, orange, flowers, cedary chocolate in aroma through finish",Mystic Monk Coffee,Burundi Ngoma
168a,Medium-Light,68,20,95,Africa,Burundi," Dried mango, dark chocolate, brown sugar, oolong tea, tangerine zest in aroma and cup",Boon Boona Coffee,Burundi Karehe
169a,Medium-Light,67,18.2,92,Africa,Burundi," Tangerine zest, date, magnolia, agave syrup, baking chocolate in aroma and cup",JBC Coffee Roasters,Buzira Burundi Natural
170a,Medium-Light,68,16,93,Africa,Burundi," Cocoa nib, plum sauce, brown sugar, sumac, freesia in aroma and cup",Flight Coffee Co.,Burundi Dukorerikawa Natural
171a,Medium-Light,66,33.49,92,Africa,Burundi," Rhododendron, mango, almond brittle, thyme, oak in aroma and cup",Mustard Seed Cafe,Burundi Gaharo Hill Long Miles Coffee Project Natural
172a,Medium-Light,66,9.27,92,Africa,Burundi," Caramel, fig, oak, narcissus-like flowers, almond in aroma and cup",Oughtred Roasting Works,Burundi Gahahe Washing Station Microlot Honey
173a,Medium-Light,68,15.38,93,Africa,Burundi," Butterscotch, lemon zest, peach, honey, fresh-cut cedar in aroma and cup",Olympia Coffee Roasting,Burundi Gitwe Natural Bourbon
174a,Medium-Light,65,13.13,93,Africa,Burundi," Dark chocolate, raspberry, agave syrup, oak wine barrel, freesia-like flowers in aroma and cup",Reunion Island Coffee,Gahahe Burundi Natural
175a,Medium-Light,66,19.5,92,Africa,Burundi," Peach, nougat, roasted cacao nib, lavender, cedar in aroma and cup",Folly Coffee Roasters,Winer
176a,Medium-Light,64,33.78,92,Africa,Burundi," Baker’s chocolate, cinnamon, banana, cashew, citrusy lantana flowers in aroma and cup",Green Stone Coffee,Burundi Long Miles Coffee Project Natural
177a,Medium-Light,66,19.34,92,Africa,Burundi," Apricot, dark chocolate, hazelnut, citrusy lantana flowers, cinnamon in aroma and cup",Kakalove Cafe,Long Miles Coffee Project Nkonge Hill Burundi Red Honey
178a,Medium-Light,67,19.95,93,Africa,Burundi," Dried mulberry, dark chocolate, fine musk, pipe tobacco, pink peppercorn in aroma and cup",Barrington Coffee Roasting,Mahonda Burundi
179a,Medium-Light,66,17.6,95,Africa,Burundi," Dark chocolate, black cherry, almond, myrrh, star jasmine in aroma and small cup",JBC Coffee Roasters,Kiniyota Espresso
180a,Medium-Light,65,13.99,91,Africa,Burundi," Vanilla, white peppercorn, date, moist pipe tobacco, almond in aroma and cup",Mystic Monk Coffee,Burundi
181a,Medium-Light,69,16.95,93,Africa,Burundi," Wisteria, chocolate fudge, mango, candied lime zest, allspice in aroma and cup",Amavida Coffee Roasters,Burundi Nemba
182a,Medium-Light,66,15,94,Africa,Burundi," Starfruit, frankincense, lime zest, roasted cacao nib, narcissus in aroma and cup",Big Shoulders Coffee,Burundi Buhorwa
183a,Medium-Light,65,17.6,95,Africa,Burundi," Lilac, chocolate fudge, pomegranate, frankincense, honey in aroma and cup",JBC Coffee Roasters,Kiniyota Burundi
184a,Medium-Light,63,15.31,91,Africa,Burundi," Baker’s chocolate, cinnamon, date, magnolia, pipe tobacco in aroma and cup",Kakalove Cafe,Burundi Kayanza Kabuye Mpanga Natural
185a,Medium-Light,64,19.95,93,Africa,Burundi," Spicy, freesia-like flowers, baker’s chocolate, pink grapefruit zest, sandalwood in aroma and small cup",Barrington Coffee Roasting Co.,Ntrambo Burundi
186a,Medium-Light,69,18.45,92,Africa,Burundi," Pipe tobacco, blood orange, roasted cacao nib, Brazil nut, freesia in aroma and cup",Thirty-Thirty Coffee Co.,Burundi Bwayi
187a,Medium-Light,63,28.8,93,Africa,Burundi," Narcissus-like flowers, tangerine, roasted cacao nib, maple syrup in aroma and cup",Big Shoulders Coffee,Burundi Reserve
188a,Medium-Light,64,21,94,Africa,Burundi," Pomogranate, narcissus, round, caramelly chocolate, a pungent hint of pine in aroma and cup",Victrola Coffee Roasters,Burundi Kayanza Province Mpanga Washing Station
189a,Medium-Light,61,18,93,Africa,Burundi," Honey, lemon verbena, blood orange, walnut, rhododendron-like flowers in aroma and cup",Cafe Grumpy,Burundi Shamba
190a,Medium-Light,64,13.5,93,Africa,Burundi," Pluot, roasted cacao nib, brown sugar, violet-like flowers in aroma and cup",Courier Coffee,Dukorere Ikawa Cooperative Burundi
191a,Medium-Light,64,18.75,92,Africa,Burundi," Caramel, fresh-cut fir, pineapple, pear, a hint of honeysuckle in aroma and cup",Victrola Coffee Roasters,Burundi Mpanga
192a,Medium-Light,68,13.99,92,Africa,Burundi," Chocolate, night-blooming flowers, vanilla, raspberry-like fruit in aroma and cup",JBC Coffee Roasters,Rutana Burundi
193a,Medium-Light,65,16.99,91,Africa,Burundi," Tart berry, cocoaish nut, peach, lavender-like flowers in aroma and cup",Bird Rock Coffee Roasters,Burundi Kirimiro Teka Lot 2
194a,Medium-Light,65,16.75,91,Africa,Burundi," Layered dark berry and tamarind notes in aroma and cup, with hints of orange and cocoa",Terroir Coffee,Burundi Ngozi Gihere 2
195a,Medium-Light,66,15,92,Africa,Burundi," Gentle, sweetly crisp acidity; full, plush mouthfeel",Kuma Coffee,Gacokwe Burundi
196a,Medium-Light,69,13.9,90,Africa,Burundi," Fir, roasted almond, zesty orange, cocoa, bitterish flowers in aroma and cup",Bard Coffee,Burundi Kayanza
197a,Medium,59,7.33,93,Africa ; The Americas,Burundi ; Brazil ; Colombia.," Dark chocolate, cedar, anise, lemon drop, lavender in aroma and small cup",Noelia Coffee,Espresso Blend
198a,Medium-Light,67,13.56,93,Africa ; The Americas,Burundi ; Colombia," Cocoa powder, caramel, almond butter, dried black cherry, myrrh in aroma and small cup",Propeller Coffee,Ace Espresso
199a,Medium,56,14.99,90,Africa,Burundi ; Ethiopia," Dark chocolate, gently scorched sandalwood, orange zest, cinnamon, gardenia in aroma and cup",Mystic Monk Coffee,Christmas Blend
200a,Medium-Light,63,13.99,94,Africa,Burundi ; Ethiopia ;  Kenya," Jasmine, baker’s chocolate, sandalwood, tangerine zest, dried mango in aroma and cup",Allegro Coffee,Three Queens Blend
201a,Medium-Dark,50,26.12,92,Africa ; Asia ; The Americas,Burundi ; Ethiopia ; Indonesia ; Brazil ; Guatemala, Raisin-toned chocolate and a hint of flowers in the aroma,Roast BKK,The Journey Espresso Blend
202a,Medium-Light,65,19.5,91,Africa ; Oceania ; The Americas,Burundi ; Ethiopia ; Kenya ; Papua New Guinea," Salted caramel, oak, dried apricot, lime zest, a hint of narcissus in aroma and cup",Rhetoric Coffee,B People Blend
203a,Medium-Light,67,24,93,Africa ; The Americas,Burundi ; Ethiopia ; Panama," Narcissus, caramel, tangerine zest, vanilla, cedar in aroma and small cup",Big Shoulders Coffee,Espresso #6
204a,Medium-Light,62,9.73,90,Africa ; Asia ; The Americas,Burundi ; Kenya ; Indonesia ; Guatemala," Complete in the small cup: full body, silky mouthfeel and flavors that balance an orange peel-like citrus quality with a pungent and penetrating dark chocolate",Roses Coffee Corner,Roses Espresso
205a,Medium,51,12.95,91,Africa ; Asia ; The Americas,Burundi ; Thailand ; El Salvador ; Panama," Nut, vanilla and chocolate in the aroma",Bluekoff Company,Hama Blend
206a,Medium,56,38.68,90,Asia,China," Dark chocolate, gently scorched cedar, raisin, plum blossom, musk in aroma and cup",AHRIRE Roasting,Nagy Peaberry
207a,Medium-Light,62,15,91,Asia,China," Pie cherry, baking chocolate, magnolia, fresh-cut fir, agave syrup in aroma and cup",Baba Java Coffee,China Yunnan Natural
208a,Medium-Light,70,26.3,93,Asia,China," Lilac, redwood, candied walnuts, roasted cacao nib, dried apple in aroma and cup",AHRIRE Roasting,Manlao River Man Wanshan Microlot
209a,Medium-Light,71,26.75,88,Asia,China," Honey, or perhaps agave syrup, fresh-cut birch wood, plumeria, a hint of tangerine-like citrus in aroma and cup",ManLao River Coffee Company,Nagy Peaberry
210a,Medium,56,6.56,88,Asia ; The Americas,China ; Indonesia ; Brazil ; Colombia," Molasses, almond, pear, lily, lightly singed cedar in aroma and cup",A.R.C.,Espresso Blend #01 Full City Roast
211a,Light,74,28.49,96,The Americas,Colombia," Pomegranate, macadamia nut, pink grapefruit zest, agave syrup, a hint of fresh dill in aroma and cup",Red Rooster Coffee Roaster,Trust the Process — Full Natural
212a,Light,71,33.9,95,The Americas,Colombia," Freesia, pink grapefruit zest, wild honey, guava, oak in aroma and cup",Paradise Roasters,Colombia Finca El Caucho Pink Bourbon
213a,Light,74,33.27,94,The Americas,Colombia," Raspberry, dark chocolate, macadamia nut, star jasmine, maple syrup in aroma and cup",Evie's Cafe,Colombia La Gallera Estate
214a,Light,71,27.98,93,The Americas,Colombia," Strawberry, baking chocolate, cashew butter, lemon zest, elm in aroma and cup",JBC Coffee Roasters,Aces La Juntas
215a,Light,74,20,93,The Americas,Colombia," Salted caramel, lilac, Nutella, orange zest, cedar in aroma and cup",modcup coffee,Colombia Finca Potosi
216a,Light,71,139.53,94,The Americas,Colombia," Dark chocolate, narcissus, black cherry, cardamom, cashew in aroma and cup",Blues Brew Coffee,Finca La Maria Geisha Natural
217a,Light,73,16,94,The Americas,Colombia," Concord grape, rhododendron, cocoa nib, sandalwood, maple syrup in aroma and cup",Flight Coffee Co.,Colombia Asobombo Inza
218a,Light,74,46,92,The Americas,Colombia," Cherry, brown sugar, grapefruit zest, dark chocolate, baking spices in aroma and cup",Dr. Bean's Coffee Roasters,Colombia Huila Geisha Las Mieles
219a,Light,72,59.94,94,The Americas,Colombia," Apricot, honeysuckle, cocoa nib, white peppercorn, myrrh in aroma and cup",Paradise Roasters,Colombia Tolima Geisha
220a,Light,71,60,94,The Americas,Colombia," Cardamom, black tea, bergamot, honeysuckle, sandalwood in aroma and cup",modcup coffee,Sudan Rume
221a,Light,71,24.95,94,The Americas,Colombia," Honeysuckle, blood orange, sugar cane, nougat, cocoa nib in aroma and cup",Paradise Roasters,Colombia Finca Lord Baltimore Papayo
222a,Light,71,18,91,The Americas,Colombia," Cashew brittle, lemon blossom, tamarind, cedar, herbed goat cheese in aroma and cup",Baba Java Coffee,Colombia Huila
223a,Light,72,19,90,The Americas,Colombia," Pistachio, lilac, dried lemon zest, very ripe papaya, cedar in aroma and cup",Old Soul Co.,Colombia Monteblanco Purple Caturra Natural
224a,Light,74,17,92,The Americas,Colombia," Dried papaya, caramel, tangerine zest, pink-peppercorn, vanilla in aroma and cup",Manzanita Roasting Company,Colombia David Gomez 100% Caturra
225a,Light,71,15.75,91,The Americas,Colombia," Maple syrup, narcissus, ripe orange, hazelnut, a hint of cardamom in aroma and cup",JBC Coffee Roasters,Gaitania Colombia
226a,Light,77,18,93,The Americas,Colombia," Lychee, tamarind, roasted pumpkin seed, pink peppercorn, rhododendron in aroma and cup",Red Rooster Coffee Roaster,Milepost Colombia Primaveral
227a,Light,74,18,92,The Americas,Colombia," Mango, elm, honeysuckle, buttery macadamia nut in aroma and cup",Red Rooster Coffee Roaster,Milepost Colombia Los Naranjos
228a,Light,77,14.15,93,The Americas,Colombia," Lush floral composite (wisteria, violet, lavender), chocolate fudge, oak, mango in aroma and cup",Ritual Coffee Tasmania,Colombia Miranda
229a,Light,74,15.75,91,The Americas,Colombia," Lemon zest, pistachio, nutmeg, black currant, wisteria in aroma and cup",Market Lane Coffee,Hernando Chantre Colombia
230a,Light,73,17,94,The Americas,Colombia," Violet-like flowers, pink peppercorn, almond butter, peach, myrrh in aroma and cup",Red Rooster Coffee Roaster,Colombia San Adolfo
231a,Light,71,16.5,93,The Americas,Colombia," Mulberry, fresh-cut oak, peppermint, hazelnut, faint narcissus in aroma and cup",PT's Coffee Roasting Co.,Colombia Suarez Cauca
232a,Light,76,17.5,92,The Americas,Colombia," Apricot, dark chocolate, hazelnut, narcissus, an Oolong tea suggestion in aroma and cup",Chocolate Fish Coffee Roasters,Finca San Luis Colombia
233a,Light,74,13.75,93,The Americas,Colombia," Blood orange, honey, roasted cacao nib, fresh-cut cedar, a hint of lily-like flowers in aroma and cup",Lexington Coffee Roasters,Huila Colombia
234a,Light,77,15.75,93,The Americas,Colombia," Caramel, hazelnut, lily-like flowers, plum and apricot in aroma and cup",Seasons Coffee Roasters,Colombia El Mango
235a,Light,75,17,92,The Americas,Colombia," Star fruit, almond, caramel, hints of dark chocolate and narcissus-like flowers in aroma and cup",Red Rooster Coffee Roaster,Milepost Colombia Finca La Arenosa
236a,Light,75,14,90,The Americas,Colombia," Hazelnut, caramel, lavender-like flowers, kumquat in aroma and cup",OQ Coffee Co.,Buena Vista Farm Colombia
237a,Light,76,27.5,94,The Americas,Colombia," Honeysuckle, lavender, apple, walnut in aroma and cup",PT's Coffee Roasting Co.,Colombia Granja La Esperanza Grand Cru Mokka
238a,Light,72,17,91,The Americas,Colombia," Pear, cherry blossom, lavender, almond, a hint of sweet grapefruit in aroma and cup",PT's Coffee Roasting Co.,Villa Loyola Colombia
239a,Light,75,11.95,93,The Americas,Colombia," Ripe tangerine, apricot, honeysuckle-like flowers, hazelnut, fresh-cut cedar in aroma and cup",Reunion Island Coffee,Colombia Las Hermosas
240a,Light,72,14.25,91,The Americas,Colombia," Honey, carob, green grape, walnut, a hint of rose-like flowers in aroma and cup",JBC Coffee Roasters,Emilse Luna Colombia
241a,Light,71,17.95,93,The Americas,Colombia," Honey, distinct dark chocolate, lemon zest, peach, violet in aroma and cup",Equator Coffees & Teas,Colombia Cerro Azul Enano
242a,Light,72,30,93,The Americas,Colombia," Sugar cane, peach, tart cherry, cocoa-like chocolate, plum blossom in aroma and cup",PT's Coffee Roasting Co.,Colombia Granja La Esperanza Grand Cru Mokka
243a,Light,75,14.75,92,The Americas,Colombia," Cane sugar, lilac, hazelnut, fresh-cut oak, a hint of honeydew-melon-like fruit in aroma and cup",JBC Coffee Roasters,El Guamal Colombia
244a,Light,71,13.5,91,The Americas,Colombia," Toffee, rose-like flowers, carob, a hint of fresh-cut fir in aroma and cup",Lexington Coffee Roasters,Tolima Colombia
245a,Light,74,12.99,93,The Americas,Colombia, Impressively syrupy mouthfeel,JBC Coffee Roasters,Emilse Luna Colombian Huila
246a,Light,74,16.99,92,The Americas,Colombia," Honey, peach, mixed florals (vanilla, jasmine, lavender), nut-butter, orange-toned chocolate in aroma and, more pronounced, in the cup",PT's Coffee Roasting Co.,Colombia Villa Loyola Caturra
